4.132142995821222031e-04,7.156745887625344527e-02,9.280193268241645477e-01
9.348136771072723672e-01,6.517528246640889866e-02,1.104042631874014095e-05
9.280945583772119978e-01,7.189831635545453070e-02,7.125267333531017843e-06
3.485615280404889132e-02,8.089070536614806350e-01,1.562367935344703695e-01
2.652519463715905077e-04,1.961918272155086795e-01,8.035429208381197341e-01
1.365422839594008283e-03,2.154759642100548267e-01,7.831586129503511629e-01
4.459545711803018092e-02,7.217049166604782018e-01,2.336996262214916797e-01
7.919278801954795499e-01,2.079983676311797092e-01,7.375217334077647374e-05
8.677902259923782509e-04,1.480352421888439796e-01,8.510969675851636218e-01
3.662313453228606495e-04,1.426473344785564867e-01,8.569864341761207482e-01
9.069280460641564456e-01,9.306547940074229308e-02,6.474535101271035054e-06
1.803498318531170652e-01,7.897511636688219205e-01,2.989900447806103506e-02
3.685364229909080490e-03,3.763814152704602067e-01,6.199332204996307327e-01
5.510229894296207742e-02,7.934061515376824580e-01,1.514915495193555617e-01
5.703857314416378027e-03,3.634408653450499349e-01,6.308552773405335934e-01
4.930222169118831732e-04,1.276574391516477891e-01,8.718495386314402129e-01
9.809206398017866757e-01,1.907881433407290425e-02,5.458641403744124667e-07
1.193195754810388448e-01,8.261052197846255885e-01,5.457520473433569164e-02
9.588728943518383119e-01,4.112545176437786693e-02,1.653883783906869785e-06
1.531612869788688840e-04,5.095752544709562099e-02,9.488893132659255159e-01
8.326482960503232833e-02,8.425130250589791814e-01,7.422214533598840702e-02
3.488265720991920731e-04,7.932150279680606764e-02,9.203296706310947206e-01
9.054692912283774930e-01,9.451594341095989615e-02,1.476536066264259047e-05
1.699410938178675745e-03,1.965148598585669260e-01,8.017857292032544159e-01
2.694276645227992894e-04,1.240597676062558247e-01,8.756708047292214303e-01
8.640011923776384339e-04,1.821494762813345158e-01,8.169865225262878949e-01
9.062033783009033616e-01,9.378515198483229620e-02,1.146971426439918262e-05
2.224220376062757340e-02,9.063890520434839670e-01,7.136874419588856711e-02
9.663507656737393425e-01,3.364795778356589884e-02,1.276542694803654960e-06
7.042158338433730444e-04,1.046864800648663052e-01,8.946093041012903591e-01
4.769018618745920742e-05,1.472724043629176048e-02,9.852250693775206347e-01
4.026736072496697044e-02,6.643373604857405468e-01,2.953952787892925036e-01
9.793929025053395021e-01,2.060677179177675816e-02,3.257028837512429316e-07
1.616172807885767916e-04,1.119035406085991669e-01,8.879348421106122435e-01
4.065580416186292956e-02,8.020455441714853251e-01,1.572986516666517454e-01
1.364640756739883293e-03,2.315705145329883807e-01,7.670648447102716982e-01
3.958917442486155520e-03,4.730276578253068132e-01,5.230134247322071328e-01
8.730296917119945155e-01,1.269570341765022814e-01,1.327411150308052192e-05
1.241486691251885138e-03,2.291953265068712997e-01,7.695631868018768529e-01
